X,Y,ACC_T_DESC,RD_U_DESC,LGA_NAME,REGION_NAM
2666980.129,2564461.341,Collision with a fixed object,Drivers,INDIGO,NORTH EASTERN REGION
2658489.211,2377075.492,Collision with vehicle,Drivers,WELLINGTON,EASTERN REGION
2655380.383,2546292.213,Collision with a fixed object,Drivers,ALPINE,NORTH EASTERN REGION
2269755.74,2574527.705,Collision with a fixed object,Drivers,YARRIAMBIACK,WESTERN REGION
2482208.22,2429889.387,Collision with vehicle,Drivers,HUME,METROPOLITAN NORTH WEST REGION
2615927.749,2364507.212,Collision with vehicle,Passengers,LATROBE,EASTERN REGION
2402049.145,2429601.105,Struck Pedestrian,Pedestrians,BALLARAT,WESTERN REGION
2446569.703,2407723.711,Collision with vehicle,Drivers,GEELONG,SOUTH WESTERN REGION
2446569.703,2407723.711,Collision with vehicle,Drivers,GEELONG,SOUTH WESTERN REGION
2481764.457,2348624.374,Struck Pedestrian,Pedestrians,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2697671.551,2601963.643,Collision with a fixed object,Drivers,TOWONG,NORTH EASTERN REGION
2424525.008,2523265.148,Collision with vehicle,Motorcyclists,BENDIGO,NORTHERN REGION
2254827.197,2773837.636,Collision with a fixed object,Passengers,MILDURA,WESTERN REGION
2508829.301,2359399.272,Collision with vehicle,Pedestrians,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2510511.624,2415258.788,Collision with vehicle,Motorcyclists,MANNINGHAM,METROPOLITAN SOUTH EAST REGION
2473029.158,2399206.794,Collision with a fixed object,Drivers,WYNDHAM,METROPOLITAN NORTH WEST REGION
2263163.757,2423948.513,Collision with vehicle,Drivers,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION
2569027.159,2369015.316,Collision with a fixed object,Drivers,BAW BAW,EASTERN REGION
2600847.682,2365321.789,Collision with vehicle,Motorcyclists,BAW BAW,EASTERN REGION
2484061.207,2410561.285,Collision with a fixed object,Drivers,BRIMBANK,METROPOLITAN NORTH WEST REGION
2512162.057,2375108.599,Collision with a fixed object,Drivers,FRANKSTON,METROPOLITAN SOUTH EAST REGION
2483101.777,2409880.486,Collision with vehicle,Drivers,BRIMBANK,METROPOLITAN NORTH WEST REGION
2474804.949,2402390.518,Struck Pedestrian,Pedestrians,WYNDHAM,METROPOLITAN NORTH WEST REGION
2583064.325,2333984.633,Collision with vehicle,Drivers,SOUTH GIPPSLAND,EASTERN REGION
2513151.904,2355702.713,Collision with vehicle,Motorcyclists,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2537661.762,2413145.012,Collision with vehicle,Motorcyclists,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2537926.676,2379241.417,Collision with vehicle,Drivers,CARDINIA,METROPOLITAN SOUTH EAST REGION
2498534.26,2402522.24,Collision with a fixed object,Passengers,PORT PHILLIP,METROPOLITAN NORTH WEST REGION
2318351.271,2466318.721,Collision with a fixed object,Drivers,ARARAT,WESTERN REGION
2450338.363,2424415.059,Collision with vehicle,Drivers,MOORABOOL,WESTERN REGION
2454869.867,2358570.656,Struck Pedestrian,Pedestrians,GEELONG,SOUTH WESTERN REGION
2696236.869,2569342.034,Collision with a fixed object,Motorcyclists,TOWONG,NORTH EASTERN REGION
2442563.299,2377555.257,Collision with vehicle,Passengers,GEELONG,SOUTH WESTERN REGION
2511016.335,2378622.531,Collision with vehicle,Drivers,FRANKSTON,METROPOLITAN SOUTH EAST REGION
2482285.859,2417405.699,Struck Pedestrian,Pedestrians,BRIMBANK,METROPOLITAN NORTH WEST REGION
2517180.897,2377494.694,Collision with a fixed object,Motorcyclists,FRANKSTON,METROPOLITAN SOUTH EAST REGION
2524531.786,2445653.394,Collision with a fixed object,Drivers,MURRINDINDI,NORTH EASTERN REGION
2364468.804,2333614.192,Collision with a fixed object,Drivers,COLAC OTWAY,SOUTH WESTERN REGION
2434506.073,2528596.184,Struck Pedestrian,Pedestrians,BENDIGO,NORTHERN REGION
2449272.763,2412544.957,Collision with some other object,Drivers,MOORABOOL,WESTERN REGION
2388078.844,2317903.935,Collision with a fixed object,Drivers,COLAC OTWAY,SOUTH WESTERN REGION
2495748.129,2428136.178,Collision with vehicle,Drivers,HUME,METROPOLITAN NORTH WEST REGION
2486471.113,2417585.491,Collision with vehicle,Motorcyclists,BRIMBANK,METROPOLITAN NORTH WEST REGION
2501719.645,2427818.514,Collision with vehicle,Drivers,WHITTLESEA,METROPOLITAN NORTH WEST REGION
2247923.07,2529337.913,Collision with vehicle,Bicyclists,HORSHAM,WESTERN REGION
2431277.069,2504316.159,Collision with a fixed object,Drivers,MOUNT ALEXANDER,NORTHERN REGION
2511920.48,2391469.082,Struck Pedestrian,Pedestrians,KINGSTON,METROPOLITAN SOUTH EAST REGION
2513297.006,2393748.857,Struck Pedestrian,Pedestrians,DANDENONG,METROPOLITAN SOUTH EAST REGION
2500517.095,2401828.692,Collision with vehicle,Drivers,GLEN EIRA,METROPOLITAN SOUTH EAST REGION
2441137.988,2522607.958,Collision with vehicle,Bicyclists,BENDIGO,NORTHERN REGION
2407378.943,2458143.729,Collision with vehicle,Passengers,HEPBURN,WESTERN REGION
2407378.943,2458143.729,Collision with vehicle,Passengers,HEPBURN,WESTERN REGION
2437882.637,2381409.704,Collision with vehicle,Drivers,GEELONG,SOUTH WESTERN REGION
2492638.307,2423709.057,Collision with vehicle,Motorcyclists,HUME,METROPOLITAN NORTH WEST REGION
2499301.938,2419407.429,Collision with a fixed object,Passengers,DAREBIN,METROPOLITAN NORTH WEST REGION
2499301.938,2419407.429,Collision with a fixed object,Drivers,DAREBIN,METROPOLITAN NORTH WEST REGION
2442547.202,2371959.328,Collision with vehicle,Drivers,GEELONG,SOUTH WESTERN REGION
2568739.621,2472445.24,Collision with vehicle,Passengers,MURRINDINDI,NORTH EASTERN REGION
2538574.032,2330444.586,Struck Pedestrian,Pedestrians,BASS COAST,EASTERN REGION
2428428.21,2492035.12,Vehicle overturned (no collision),Drivers,MOUNT ALEXANDER,NORTHERN REGION
2504057.685,2401535.183,Collision with vehicle,Passengers,GLEN EIRA,METROPOLITAN SOUTH EAST REGION
2278561.273,2506214.634,Collision with vehicle,Drivers,HORSHAM,WESTERN REGION
2511282.183,2372828.95,Collision with vehicle,Motorcyclists,FRANKSTON,METROPOLITAN SOUTH EAST REGION
2485174.981,2347537.091,Collision with vehicle,Passengers,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2485174.981,2347537.091,Collision with vehicle,Passengers,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2395835.619,2476821.188,Collision with a fixed object,Drivers,CENTRAL GOLDFIELDS,WESTERN REGION
2481707.067,2496508.187,Collision with vehicle,Passengers,MITCHELL,NORTHERN REGION
2428268.026,2462592.693,Collision with a fixed object,Drivers,HEPBURN,WESTERN REGION
2612742.035,2367535.988,Struck Pedestrian,Pedestrians,LATROBE,EASTERN REGION
2585614.029,2324512.406,Collision with vehicle,Drivers,SOUTH GIPPSLAND,EASTERN REGION
2422598.489,2464992.023,Collision with a fixed object,Drivers,HEPBURN,WESTERN REGION
2530568.348,2400691.657,Collision with a fixed object,Drivers,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2307348.842,2398510.723,Vehicle overturned (no collision),Drivers,MOYNE,SOUTH WESTERN REGION
2387526.093,2493881.783,Struck Pedestrian,Pedestrians,CENTRAL GOLDFIELDS,WESTERN REGION
2573948.424,2543929.751,Collision with a fixed object,Drivers,STRATHBOGIE,NORTH EASTERN REGION
2287269.945,2343204.123,Collision with a fixed object,Drivers,WARRNAMBOOL,SOUTH WESTERN REGION
2506249.349,2357133.51,Collision with vehicle,Passengers,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2430752.22,2504134.456,Other accident,Bicyclists,MOUNT ALEXANDER,NORTHERN REGION
2506171.689,2595145.819,Collision with a fixed object,Drivers,MOIRA,NORTH EASTERN REGION
2500248.573,2417300.266,Collision with vehicle,Passengers,DAREBIN,METROPOLITAN NORTH WEST REGION
2500248.573,2417300.266,Collision with vehicle,Drivers,DAREBIN,METROPOLITAN NORTH WEST REGION
2275575.759,2346794.302,Collision with vehicle,Bicyclists,WARRNAMBOOL,SOUTH WESTERN REGION
2317925.294,2367365.574,Collision with vehicle,Drivers,CORANGAMITE,SOUTH WESTERN REGION
2160826.42,2484886.953,Vehicle overturned (no collision),Drivers,WEST WIMMERA,WESTERN REGION
2624857.527,2360759.811,Collision with a fixed object,Drivers,LATROBE,EASTERN REGION
2242941.589,2389221.242,Vehicle overturned (no collision),Drivers,MOYNE,SOUTH WESTERN REGION
2520735.719,2392514.859,Collision with a fixed object,Drivers,CASEY,METROPOLITAN SOUTH EAST REGION
2501298.504,2425031.415,Collision with vehicle,Motorcyclists,WHITTLESEA,METROPOLITAN NORTH WEST REGION
2251250.176,2529261.364,Struck Pedestrian,Pedestrians,HORSHAM,WESTERN REGION
2490300.393,2346967.641,Struck Pedestrian,Pedestrians,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2524869.183,2562730.492,Collision with a fixed object,Drivers,SHEPPARTON,NORTH EASTERN REGION
2512557.189,2398260.4,Collision with a fixed object,Drivers,MONASH,METROPOLITAN SOUTH EAST REGION
2511247.864,2386183.737,Collision with vehicle,Passengers,KINGSTON,METROPOLITAN SOUTH EAST REGION
2596049.222,2462691.299,Collision with some other object,Motorcyclists,MANSFIELD,NORTH EASTERN REGION
2578398.616,2325785.427,Collision with vehicle,Drivers,SOUTH GIPPSLAND,EASTERN REGION
2729545.274,2404445.415,Collision with a fixed object,Drivers,EAST GIPPSLAND,EASTERN REGION
2635515.41,2359292.167,Collision with a fixed object,Drivers,LATROBE,EASTERN REGION
2450893.572,2357690.508,Collision with vehicle,Drivers,GEELONG,SOUTH WESTERN REGION
2500554.97,2413195.911,Collision with vehicle,Motorcyclists,DAREBIN,METROPOLITAN NORTH WEST REGION
2239456.451,2414078.297,Struck Pedestrian,Pedestrians,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION
2510938.003,2375452.039,Collision with vehicle,Bicyclists,FRANKSTON,METROPOLITAN SOUTH EAST REGION
2511802.384,2371528.765,Collision with vehicle,Bicyclists,FRANKSTON,METROPOLITAN SOUTH EAST REGION
2487540.087,2348028.495,Struck Pedestrian,Pedestrians,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2522285.391,2400800.061,Collision with vehicle,Motorcyclists,KNOX,METROPOLITAN SOUTH EAST REGION
2530908.361,2403569.255,Collision with a fixed object,Drivers,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2635901.281,2365854.784,Collision with vehicle,Drivers,LATROBE,EASTERN REGION
2304462.104,2493767.045,Collision with a fixed object,Drivers,NORTHERN GRAMPIANS,WESTERN REGION
2443455.275,2377858.882,Collision with vehicle,Motorcyclists,GEELONG,SOUTH WESTERN REGION
2441856.245,2373448.918,Struck Pedestrian,Pedestrians,GEELONG,SOUTH WESTERN REGION
2515564.481,2355718.24,Collision with vehicle,Motorcyclists,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2583236.72,2327037.893,Collision with vehicle,Drivers,SOUTH GIPPSLAND,EASTERN REGION
2494462.957,2412984.426,Collision with vehicle,Bicyclists,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION
2498461.794,2405009.66,Collision with vehicle,Bicyclists,PORT PHILLIP,METROPOLITAN NORTH WEST REGION
2299568.158,2488827.067,Collision with a fixed object,Drivers,NORTHERN GRAMPIANS,WESTERN REGION
2541773.422,2566720.871,Collision with vehicle,Drivers,SHEPPARTON,NORTH EASTERN REGION
2235884.722,2806358.466,Collision with a fixed object,Motorcyclists,MILDURA,WESTERN REGION
2381786.326,2524345.965,Collision with a fixed object,Drivers,LODDON,NORTHERN REGION
2282306.819,2350543.169,Collision with vehicle,Motorcyclists,WARRNAMBOOL,SOUTH WESTERN REGION
2461827.607,2423395.129,Collision with some other object,Motorcyclists,MELTON,METROPOLITAN NORTH WEST REGION
2502541.713,2410404.778,Collision with vehicle,Passengers,BOROONDARA,METROPOLITAN SOUTH EAST REGION
2514228.144,2405230.368,Collision with a fixed object,Drivers,WHITEHORSE,METROPOLITAN SOUTH EAST REGION
2514110.802,2369335.84,Collision with vehicle,Drivers,FRANKSTON,METROPOLITAN SOUTH EAST REGION
2431470.583,2505753.474,Collision with vehicle,Drivers,MOUNT ALEXANDER,NORTHERN REGION
2431470.583,2505753.474,Collision with vehicle,Drivers,MOUNT ALEXANDER,NORTHERN REGION
2518632.934,2423913.922,Collision with vehicle,Drivers,NILLUMBIK,METROPOLITAN NORTH WEST REGION
2432219.681,2520695.789,Struck Pedestrian,Pedestrians,BENDIGO,NORTHERN REGION
2479292.66,2482468.055,Collision with a fixed object,Drivers,MITCHELL,NORTHERN REGION
2482147.673,2406858.878,Collision with vehicle,Drivers,HOBSONS BAY,METROPOLITAN NORTH WEST REGION
2501505.392,2425857.082,Collision with vehicle,Bicyclists,WHITTLESEA,METROPOLITAN NORTH WEST REGION
2157217.679,2510565.046,Collision with a fixed object,Drivers,WEST WIMMERA,WESTERN REGION
2504477.449,2412236.931,Collision with vehicle,Pedestrians,BOROONDARA,METROPOLITAN SOUTH EAST REGION
2504477.449,2412236.931,Collision with vehicle,Pedestrians,BOROONDARA,METROPOLITAN SOUTH EAST REGION
2504477.449,2412236.931,Collision with vehicle,Pedestrians,BOROONDARA,METROPOLITAN SOUTH EAST REGION
2504477.449,2412236.931,Collision with vehicle,Pedestrians,BOROONDARA,METROPOLITAN SOUTH EAST REGION
2533362.917,2424419.847,Collision with vehicle,Drivers,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2306501.026,2483777.426,Collision with vehicle,Drivers,NORTHERN GRAMPIANS,WESTERN REGION
2469145.824,2399548.657,Collision with vehicle,Drivers,WYNDHAM,METROPOLITAN NORTH WEST REGION
2423188.096,2449884.648,Collision with a fixed object,Drivers,MOORABOOL,WESTERN REGION
2507364.702,2401052.594,Struck Pedestrian,Pedestrians,MONASH,METROPOLITAN SOUTH EAST REGION
2490703.299,2410817.935,Collision with vehicle,Motorcyclists,MARIBYRNONG,METROPOLITAN NORTH WEST REGION
2495344.478,2571525.627,Vehicle overturned (no collision),Drivers,CAMPASPE,NORTHERN REGION
2678061.937,2389720.071,Collision with a fixed object,Passengers,WELLINGTON,EASTERN REGION
2678061.937,2389720.071,Collision with a fixed object,Drivers,WELLINGTON,EASTERN REGION
2185609.767,2472091.3,Collision with a fixed object,Drivers,WEST WIMMERA,WESTERN REGION
2738901.127,2395431.696,Fall from or in moving vehicle,Motorcyclists,EAST GIPPSLAND,EASTERN REGION
2506084.622,2574962.615,Collision with a fixed object,Drivers,CAMPASPE,NORTHERN REGION
2504245.831,2390361.583,Collision with vehicle,Bicyclists,BAYSIDE,METROPOLITAN SOUTH EAST REGION
2523425.428,2407252.293,Struck Pedestrian,Pedestrians,MAROONDAH,METROPOLITAN SOUTH EAST REGION
2547863.538,2390707.543,Vehicle overturned (no collision),Drivers,CARDINIA,METROPOLITAN SOUTH EAST REGION
2426484.49,2520670.622,Collision with a fixed object,Drivers,BENDIGO,NORTHERN REGION
2442901.024,2372574.523,Fall from or in moving vehicle,Bicyclists,GEELONG,SOUTH WESTERN REGION
2432216.24,2518374.929,Struck Pedestrian,Pedestrians,BENDIGO,NORTHERN REGION
2520033.74,2421774.88,Collision with vehicle,Passengers,NILLUMBIK,METROPOLITAN NORTH WEST REGION
2552190.107,2403830.15,Collision with a fixed object,Motorcyclists,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2509474.744,2403733.628,Collision with a fixed object,Drivers,MONASH,METROPOLITAN SOUTH EAST REGION
2500217.246,2409124.622,Struck Pedestrian,Pedestrians,YARRA,METROPOLITAN NORTH WEST REGION
2616206.125,2563869.042,Collision with vehicle,Passengers,WANGARATTA,NORTH EASTERN REGION
2616206.125,2563869.042,Collision with vehicle,Drivers,WANGARATTA,NORTH EASTERN REGION
2521231.827,2391377.221,Collision with vehicle,Drivers,CASEY,METROPOLITAN SOUTH EAST REGION
2508839.966,2421504.003,Struck Pedestrian,Pedestrians,BANYULE,METROPOLITAN NORTH WEST REGION
2635834.619,2365216.138,Collision with vehicle,Motorcyclists,LATROBE,EASTERN REGION
2547998.196,2392033.779,Collision with vehicle,Passengers,CARDINIA,METROPOLITAN SOUTH EAST REGION
2446474.633,2368530.182,Fall from or in moving vehicle,Drivers,GEELONG,SOUTH WESTERN REGION
2513282.394,2393201.826,Collision with vehicle,Drivers,DANDENONG,METROPOLITAN SOUTH EAST REGION
2522859.437,2366346.683,Collision with vehicle,Passengers,CASEY,METROPOLITAN SOUTH EAST REGION
2522859.437,2366346.683,Collision with vehicle,Drivers,CASEY,METROPOLITAN SOUTH EAST REGION
2621262.256,2525123.779,Collision with a fixed object,Motorcyclists,WANGARATTA,NORTH EASTERN REGION
2816121.149,2443488.01,Collision with a fixed object,Drivers,EAST GIPPSLAND,EASTERN REGION
